T	12:30:00	13:45:00	CSB 632	30755
R	12:30:00	13:45:00	CSB 632	30755
M	14:00:00	15:15:00	CSB 632	30761
W	14:00:00	15:15:00	CSB 632	30761
T	09:40:00	10:55:00	CSB 601	30839
R	09:40:00	10:55:00	CSB 601	30839
T	14:00:00	15:15:00	HUTCH 141	31210
R	14:00:00	15:15:00	HUTCH 141	31210
M	15:25:00	16:40:00	HOYT AUD	31232
W	15:25:00	16:40:00	HOYT AUD	31232
M	14:00:00	15:15:00	MOREY 525	31255
W	14:00:00	15:15:00	MOREY 525	31255
M	12:30:00	13:45:00	LATT 210	31276
W	12:30:00	13:45:00	LATT 210	31276
T	09:40:00	10:55:00	MEL 224	31293
R	09:40:00	10:55:00	MEL 224	31293
M	14:00:00	15:15:00	DEWEY 1101	31307
W	14:00:00	15:15:00	DEWEY 1101	31307
M	16:50:00	18:05:00	MEL 203	31321
W	16:50:00	18:05:00	MEL 203	31321
T	14:00:00	15:15:00	MEL 203	31342
R	14:00:00	15:15:00	MEL 203	31342
T	09:40:00	10:55:00	MEL 366	31368
R	09:40:00	10:55:00	MEL 366	31368
M	12:30:00	13:45:00	GAVET 310	31384
W	12:30:00	13:45:00	GAVET 310	31384
T	12:30:00	13:45:00	MOREY 321	31402
R	12:30:00	13:45:00	MOREY 321	31402
M	16:50:00	19:30:00	MEL 352	31426
T	14:00:00	16:40:00	MEL 366	31516
